Item number;Name;Station code
1856;Drevlyanka (OP.);346312
1857;Dremailovka (OP.);325417
1858;Dretun;161518
1859;Drichin (OP.);145322
1860;Drogichin;132905
1861;Drohichyn-City (OP.);132919
1862;Drohobych;376303
1863;Drochia;393608
1864;Dronovo;503709
1865;Dronovo-VRP (OP.);503520
1866;Friendship (OP);419373
1867;Friendship (OP);387115
1868;Friendship (OP);348017
1869;Druzhkovka;491408
1870;Drut;157300
1871;Drutskaya (OP.);338725
1872;Druya;164605
1873;Dtmashen (OP.);568417
1874;Dubeni (OP.);98653
1875;Club (OP.);328920
1876;Dubica;132303
1877;Oaks (rzd.);416712
1878;Oaks (OP.);331162
1879;Dublyanshchina (OP.);448874
1880;Dublyany;375739
1881;Dublyany-Lvivske;370608
1882;Dubnevka (OP.);347813
1883;Dubno;350303
1884;Dubno (OP.);135439
1885;Dubnovichi (OP.);133471
1886;Oak Tavern (OP.);357529
1887;Dubovets;348200
1888;Dubovo;493600
1889;Dubovtsy;387204
1890;Dubovyazovka;328901
1891;Dubok (OP.);132549
1892;Dubravka-Borzhavskaya (OP.);384530
1893;Dubrova-Olevskaya;349109
1894;Dubrovitsa;356206
1895;Dubrovichi (OP.);153827
1896;Dubrovsky Stud Farm (rzd.);427219
1897;Dubrynichi (OP.);381621
1898;Dubrynich;381706
1899;Dubulti;97152
1900;Dudakovka;685413
1901;Dudarevo (OP.);150231
1902;Dudichi (OP.);153831
1903;Dukla;409403
1904;Dukshtas;128906
1905;Think (OP.);124612
1906;Dunaevtsy;333308
1907;Dungulyuk;739825
1908;Dunduri (OP.);111557
1909;Durbe (OP.);93537
1910;Durpinas (OP.);125530
1911;Dustlik (OP.);724228
1912;Dustlik;725606
1913;Dushak;751901
1914;Dushanbe I;745205
1915;Dushanbe II;745309
1916;Dyleevka;491130
1917;Dymerka (OP.);323335
1918;Dyrdino (OP.);422412
1919;Dychkov (OP);360911
1920;Dyakovo (exp.);384901
1921;Diakovo;384812
1922;Dubendy (resp.);547904
1923;Dugarlou (rzd.);556937
1924;Dyurmentyube;670615
1925;Dusaken;709514
1926;Dyagulay (OP.);128717
1927;Dyanev;757306
1928;Dyatlovichi (OP.);139463
1929;Dyatlovo (OP.);142127
1930;Evgenievka (OP.);416110
1931;Yevlakh;555101
1932;Evpatoria-Tovarnaya (exp.);474703
1933;Yeghvard;567700
1934;Yeginsu;702411
1935;Egradkovka (OP.);423237
1936;Edyge (rzd.);693320
1937;ezerishche;160816
1938;Jezerische (exp.);161005
1939;ezerishche;160801
1940;Yezerskaya (OP.);443476
1941;Yezupol (b. Zhovten);387909
1942;Ekasha;709158
1943;Ekibastuz I (former Ekibastuz I);694605
1944;Ekibastuz II (former Ekibastuz II);694709
1945;Ekibastuz III (former Ekibastuz III);694906
1946;Ekpendy (rzd.);672220
1947;Ekpindi;700524
1948;Jelgava;91809
1949;Jelgava IIele;91813
1950;Yelenovka;486503
1951;Elizavetovka;477805
1952;Elizavetovka (OP.);393328
1953;Elizarovo;459205
1954;Yelizovo;157003
1955;Yoloten;755207
1956;Christmas tree (OP.);490087
1957;Yelsk;151304
1958;Eltai;692703
1959;Emelyanovka;348604
1960;Emilovka (narrow);409812
1961;Emilovka;409309
1962;Enakievo;488706
1963;Enbek (resp.);692525
1964;Enbekshikazakh (red.);670545
1965;Enbeckschilder;694003
1966;Yeni-Surakhany (resp.);547726
1967;Enrekey (rezd.);708757
1968;Eraliyevo;663607
1969;Yeraskh (exp.);569903
1970;Yeraskh;569602
1971;Erbent;751704
1972;Yerevan;567804
1973;Eremeevka;405525
1974;Eremino (OP.);150015
1975;Erestovo (OP.);425529
1976;Yerkenshilik;693301
1977;Ermakovka;713830
1978;Ermentau;693405
1979;Yermolovka (OP.);158619
1980;Yersika;114318
1981;Yesen;382408
1982;Yesen-Platform (OP.);380135
1983;Yotkishki (OP.);137913
1984;Etulia (exp.);399606
1985;Etulia;398302
1986;Yesher;574009
1987;Yetlisayskaya;678301
1988;Zhabinka (exp.);131300
1989;Zhabinka;131207
1990;Zhazyk;668808
1991;Zhailma (resp.);672428
1992;Zhailau (resp.);703414
1993;Zhaynak;690712
1994;Zhairem;676518
1995;Zhyron;734304
1996;Zhaisan;667504
1997;Zhaiyk (former Yaik);666200
1998;Jaxes;680405
1999;Zhaksybulak;677722
2000;Zhaksymay;660401
2001;Zhalanashkol;708302
2002;Jaloir (rzd.);723403
2003;Zhalpak;709317
2004;Zhaman-Ashi (resp.);687404
2005;Zhamansor;661003
2006;Zhamansu (resp.);667612
2007;Zhana of Karaganda (former Karaganda-Novaya);673702
2008;Zhanaarka;676202
2009;Zhanaaul;674103
2010;Zhanazhol (resp.);687828
2011;Zhana-Semey;709302
2012;Zhanasu (OP.);685311
2013;Zhanatas;706408
2014;Zhanaturmys (rzd.);687936
2015;Zhangiz-Agach (OP.);667928
2016;Zhangiz-Tobe;709001
2017;Zhanterek;660844
2018;Frying (OP.);447320
2019;Hot (rzd.);666412
2020;Zharkuduk;728835
2021;Zharly;660628
2022;Zharma;708901
2023;Zharsu;700539
2024;Zharyk;675905
2025;ZhaskazakhZhas;702529
2026;Jaslyk;737001
2027;Zhaslyai;122725
2028;Zhastar (rzd.);705344
2029;Zhasyl;692900
2030;Zhashkov;338509
2031;Zhdanova (OP.);409738
2032;Zhdanovichi;143651
2033;Zhezkazgan;677008
2034;zeimiai;124716
2035;Zhemyana (OP.);128543
2036;Desired;482606
2037;Zheldikara (rzd.);708954
2038;Iron (OP);490941
2039;Zheleznyak (OP.);433830
2040;Zheleznyakovo;456601
2041;Reinforced concrete (OP.);327415
2042;Iron ore;683901
2043;Yellow (OP.);410716
2044;Zheltokamenka;458804
2045;Yellow Waters I;457021
2046;Yellow Waters II;457002
2047;Stomach (OP);137415
2048;Zhelutsk (OP.);355114
2049;Gem;669406
2050;Pearl (OP.);390813
2051;Pearl (OP);132553
2052;Pearl (OP.);454729
2053;Zhenys;676715
2054;Zherdovo (OP.);323344
2055;Pole;154162
2056;Zherebkovichi (OP.);138954
2057;Zherebkovo;407003
2058;Zherev (OP);349556
2059;Gestistroy (OP.);451947
2060;Tin can (OP.);168216
2061;Zhetybai;663700
2062;Zhetygen;700505
2063;Jety-Su;700308
2064;Zhefarovo (OP.);164338
2065;Zhidachev;378402
2066;Zhideli;704920
2067;Zhiznikovtsy;340316
2068;Zhilaevo;666003
2069;Residents (OP.);363910
2070;Residents (OP.);340119
2071;Zhilichi (OP.);136215
2072;Zhilyai (OP.);126711
2073;Zhingildy;703611
2074;Zhinishke;667805
2075;Zhiniskes;700543
2076;Zhirginas (OP.);108751
2077;Zhiren-Aigyr;703522
2078;Zhitkovichi;153301
2079;Zhitkovichi-junction;152171
2080;Zhitlovka (OP.);498820
2081;Zhitne (OP.);426146
2082;Zhitnegory (OP.);344016
2083;Zhitomir;345606
2084;Zhitomirskaya (OP.);401721
2085;Zhytomlya;135335
2086;Zhikhor;444356
2087;Residents (OP);333613
2088;Zhlobin;155004
2089;Zhlobin-Western;155038
2090;Zhlobin-Podolsky;154270
2091;Zhlobin-Northern;155822
2092;Zhlobinsky;340068
2093;Zhlobin-Sorting (OP.);155841
2094;Zhmerinka;330009
2095;Zhmerynka-Podilsky;330013
2096;Zhovkva;372302
2097;Zhovnovka (OP.);362226
2098;Zhovten;388226
2099;Zhovtnev;375315
2100;Zhovtnevaya;417503
2101;Zhovtnevaya (exp.);418101
2102;Zhovtnevy (OP.);322727
2103;Zhodino-Yuzhnoye (OP.);141213
2104;Zholkuduk;696009
2105;Zholoman;701004
2106;Zhomart;676503
2107;Zhornava;382003
2108;Josa;668916
2109;Jointobe;706018
2110;Zhuz-Agach;708028
2111;Zhukovka (OP.);325320
2112;Zhukovtsy (OP.);330047
2113;Beetles (OP.);324811
2114;Zhulduz (rzd.);667326
2115;Zhumysker (rzd.);695839
2116;Zhuravinka (OP.);150662
2117;Zhuravlevka;331406
2118;Crane;379123
2119;Zhuravok (OP.);327025
2120;Zhurbin (OP.);159019
2121;Zhurbin (op) (exp.);159306
2122;Zhurzhevo;166102
2123;Zhurki (OP.);164910
2124;Zhuryn;669302
2125;Zhylan;669961
2126;Zhylandy;708653
2127;Zaayatskaya;679003
2128;Zababye (OP.);155131
2129;Zabirkino (OP.);498623
2130;Zabozye (OP.);151215
2131;Zabolotinka;165754
2132;Zabolotov;389200
2133;Zabolottsy;351005
2134;Swamp (exp.);354107
2135;Zabolotye;354200
2136;Zabrat I (rzd.);547514
2137;Zabrat II (rzd.);547529
2138;Zabrod (OP.);381814
2139;Zabuyanye (OP.);321654
2140;Zavadichi;135320
2141;Zavadov (OP.);372115
2142;Zavadovka (OP.);422323
2143;Zavalye (rzd.);389318
2144;Cherished;416905
2145;Plant them. Karaeva (OP.);546511
2146;Plant them. Lenina (OP.);491821
2147;Windfall;714300
2148;Factory (OP.);442810
2149;Factory (OP.);422836
2150;Factory (p);546621
2151;Factory Site (OP.);484739
2152;Zavorichi;323503
2153;Zavyalovka (rzd.);457136
2154;Zagalskaya Self-interest (OP.);414346
2155;Zahaltsy (OP.);321616
2156;Zagarb (OP.);382018
2157;Zagatye;165148
2158;Zagnitkovo (narrow);408330
2159;Zagorbashye (OP.);152148
2160;Zagorodny (OP.);491747
2161;Zagorye (OP.);140920
2162;Zagrodie (OP.);148636
2163;Zagulba (rzd.);547571
2164;ZAGES;560311
2165;backyard;379706
2166;Zadneprovskaya;157809
2167;Zadorozhnaya (OP.);377819
2168;Zadrutye (OP.);155926
2169;Check-in (OP.);429021
2170;Zazaly;556104
2171;Zazerka (OP.);145040
2172;Zaim;399700
2173;Zaitsevo;454409
2174;Bunnies (OP);337538
2175;Order (OP.);130416
2176;Zagatala;559600
2177;Zakomarye (OP.);351113
2178;Zakomelskaya;443705
2179;zakopytya;150513
2180;Burrow (exp.);150405
2181;Hoof joint;150528
2182;Zakrutin;132500
2183;Purchasing;333401
2184;Salwethers (OP);113336
2185;Zalesskaya Sloboda (OP.);156026
2186;Zalesie;163405
2187;Zalesye (OP.);337629
2188;Zalesye (OP.);363816
2189;Zalesye (OP.);424263
2190;Zalishchyky;365205
2191;Zaliznichnoe (OP.);342612
2192;Pour;92411
2193;Zalichinka (OP.);157245
2194;Zaluchye;160337
2195;Zalyumi;113603
2196;Zalyutino;440904
2197;Zamglai (OP.);324211
2198;Zamostochye;167054
2199;Sumoshie (OP.);138418
2200;Sumoshie (OP.);165037
2201;Marriage (OP);141514
2202;Zamulintsy (OP.);389110
2203;Zangelan;551242
2204;Zangiata (OP.);723723
2205;Zanks;444205
2206;Zanka;383650
2207;Zaozershchina (OP.);147417
2208;Zaolsha;165602
2209;Zaolsha (exp.);165805
2210;Zaolsha-junction;165627
2211;Zaoskolie;431905
2212;Zapadintsy (OP.);334014
2213;Western (OP.);132267
2214;Western (PP.);410063
2215;Zaplazy;407107
2216;Zapolye (OP.);135443
2217;Zaporizhzhya Sich;465102
2218;Zaporozhye I (exp.);460405
2219;Zaporozhye I;460700
2220;Zaporozhye I (transl.);460306
2221;Zaporozhye II;460607
2222;Zaporizhia-Gruzove;464504
2223;Zaporozhye-Levoe;460005
2224;Zaporozhye-Prystan;460202
2225;Dam (OP.);354569
2226;Requests;370701
2227;Zarafshan;727705
2228;Zarbdar;726702
2229;Zarvanitsa (OP.);360536
2230;Zarechanka (OP.);444642
2231;Zarechansky (OP.);401420
2232;Zarechnoye (OP.);141228
2233;Zarechny (OP.);374810
2234;District (OP.);374312
2235;District-Seltso (narrow);384511
2236;Zarichevo (OP.);381617
2237;Zarpchy;758309
2238;Zarthok;748311
2239;Zarudechko (OP.);360235
2240;Zarudintsy;339304
2241;Zarud'e (OP.);334086
2242;Dawn of the East (OP);670066
2243;Settlement;416002
2244;Zaskovichi (OP.);163417
2245;Zaslonovo;168201
2246;Zastavna;365900
2247;Outpost (OP.);357321
2248;Zasulaux;96709
2249;Zasulye;426305
2250;Zasupoevka (OP.);322996
2251;Calm (OP);384140
2252;Calm;406405
2253;Zatoka (rzd.);374628
2254;Zafarabad (resp.);731607
2255;Zafatovka (OP.);328935
2256;Zakharyinsky (OP.);442613
2257;Zakhmet;750701
2258;Zachatievskaya;486804
2259;Zachepilovka;452600
2260;Zashkov (OP.);372124
2261;Protection;713007
2262;Zaschobye (OP.);154552
2263;Zayachevka (OP.);354817
2264;Hare Pines (OP.);325513
2265;Zbarazh;360201
2266;Zborov;360606
2267;Zbunin (OP.);132318
2268;Zvandripsh;574121
2269;Zvare;97519
2270;Star (OP);158816
2271;Zvezdilovka;428828
2272;Star (OP.);166615
2273;Zvejniekciems (OP.);90971
2274;Zvenigorodka;421509
2275;Link assembly (OP.);476145
2276;Zverevo (OP.);411827
2277;Zvinyache;357406
2278;Zgoda (rzd.);414312
2279;Zdolbunov;350002
2280;Green (OP.);372514
2281;Green (OP.);448925
2282;Green;410701
2283;Green Grove (OP);430616
2284;Zelenovka (OP.);447119
2285;Green (OP.);143613
2286;Green field;466707
2287;Green Guy (OP.);441146
2288;Green Guy;419617
2289;Green Wedge (OP.);490034
2290;Green Well;430940
2291;Green Island (OP.);155254
2292;Zelva;136802
2293;Zemitans;95000
2294;Farmer (rzd.);667114
2295;Zemo-Qualoni (OP.);571937
2296;Zenith (OP.);320613
2297;Zenith (OP.);162949
2298;Zepyur (rzd.);568972
2299;Zerger;750400
2300;Mirror (OP.);487440
2301;Zernesti (rzd.);397403
2302;Grain (exp.);685803
2303;Grain;687300
2304;Grain;328808
2305;Grain (exp.);334601
2306;Zestaponi;576004
2307;Zidki (OP.);444233
2308;Zievuddin;728708
2309;Ziedini (OP.);90952
2310;Ziemelblazma;96304
2311;Ziemelblazma (exp.);95903
2312;Zikilia (OP);578315
2313;Zilupe;112901
2314;Zilupe (exp.);112808
2315;Zimenovo (OP.);405926
2316;Zimnavoda (OP.);374666
2317;Zymogorie;496806
2318;Zintsy (OP.);447566
2319;Zirabulak;728604
2320;Zirka (OP);344779
2321;angry;399343
2322;Zlochev;360502
2323;Serpentine (narrow);384155
2324;Zmiev;444303
2325;Znamenka;410006
2326;Znamenka (OP.);130384
2327;Znamenka II (OP.);410078
2328;Znamenka-Passenger;410010
2329;Znamensky (OP.);492326
2330;Chill (OP);349912
2331;Sultry (rzd.);552724
2332;Zovnaya;494829
2333;Zod;569208
2334;Zoknyay (OP.);125629
2335;Zolitude (OP.);96751
2336;Zolotaya Sopka (exp.);682203
2337;Zolotnitsky;433826
2338;Zolotnishino;425603
2339;Zolotonosha I;424303
2340;Golden Fleece;688203
2341;Golden Ponds;493507
2342;Zolochev;432607
2343;Zorat;545913
2344;Zori (OP);164713
2345;Teeth (OP);139016
2346;Bison (OP.);158534
2347;Zugdidi;572906
2348;Zuevsky (OP.);489215
2349;Zyra (rzd.);547961
2350;Zyryanovsk;714601
2351;Chills;165114
2352;Zyabrovka;150674
2353;Zyaby (OP.);168314
2354;Zyarvinos (OP);121614
2355;Zyatkovtsy;409206
2356;Ianeti (OP.);570027
2357;Iwaki (OP);150640
2358;Ivangorod (OP.);420313
2359;Ivane-Puste;364202
2360;Ivanichi;353104
2361;Ivankovetsky (OP.);334052
2362;Ivankovtsy (OP.);342415
2363;Ivanovka;717101
2364;Ivanovka (OP);399057
2365;Ivanovka;406316
2366;Ivanovka (OP);429515
2367;Ivanovtsy (OP.);386733
2368;Ivanovtsy;367709
2369;Ivano-Kopino (rzd.);416125
2370;Ivanopol (OP.);491037
2371;Ivano-Frankivsk;Lviv
2372;Ivakhny;421000
2373;Ivatsevichi;134205
2374;Ivachkovo;340903
2375;Ivashki (OP.);448319
2376;Ivashkovtsy (OP.);360061
2377;Ivkovka;464932
2378;Ivnaya (OP.);137059
2379;Ivnitsa (OP.);345019
2380;Ivotka (OP.);328615
2381;Ige (OP.);90346
2382;Ignalina;128609
2383;Ignatkovo (narrow);408538
2384;Ignatpol;346609
2385;Ignatpol Quarry;346613
2386;Igren;453105
2387;Ijevan;568703
2388;Ijevan (exp.);569800
2389;Idolts (OP);164612
2390;Idus (OP);90327
2391;Jeriki;111307
2392;Iecava;92407
2393;Izhivtsy (OP.);369649
2394;Exile (OP);154533
2395;Izvalda;110605
2396;Izvarino;504909
2397;Izimbet;669355
2398;Ishmael (exp.);404607
2399;Ishmael;404503
2400;Izov;352506
2401;Izov (exp.);352609
2402;Izotovo;508806
2403;Izrailovka;332108
2404;Raisin;443601
2405;Izyaslavl;340706
2406;Intal;700632
2407;Ikskile (OP.);94120
2408;Ilek (OP.);666615
2409;Iletsk I;666906
2410;Iletsk I (exp.);666501
2411;Ilzens;112672
2412;Ili;700609
2413;Illarionovo;453406
2414;Ilmaya;93518
2415;Ilovaisk;487807
2416;Ilovo (OP.);163829
2417;Ilukste;114606
2418;Ilumetsa (OP.);85117
2419;Ilguciems;96906
2420;Ilguciems (exp.);97203
2421;Ilyichevsk;402000
2422;Ilyichevsk (exp.);402103
2423;Ilyichevsk-Paromnaya;402508
2424;Ilyichevsk-Paromnaya - export (fish Port);402705
2425;Ilyichevsk-Paromnaya (BJ) (exp.);402601
2426;Ilyichevsk-Paromnaya (to Batumi) (exp.);402207
2427;Ilyichevsk-Paromnaya (on Poti) (exp.);404005
2428;Ilyichevsk-Ferry (other RT Turkey) (exp.);419208
2429;Ilyichevsk-Paromnaya (other RT) (exp.);419706
2430;Ilyichevsk-ParomnayaExp. (to Turkey);401806
2431;Them. Boris Oleinik;325301
2432;Them. Vasily Nesvit;445645
2433;Them. I.A. Emtsa (OP.);401755
2434;Them. I.S.Shevernyaeva (OP.);401628
2435;Them. Kozhushko A.M.;490509
2436;Them. Kryuchkova O.M.;500109
2437;Them. Oleg Kryuchkov;431407
2438;Them. Pyaskorsky (OP.);340142
2439;Them. SaparmyratNiyazov;758807
2440;Named after Georgy Kirpa (former Bortnichi);322500
2441;Named after Kashparov N.A. (former Lugansk-Gruzovoy);507004
2442;named after Taras Shevchenko;420008
2443;Imanta (OP.);96732
2444;Imishli;552207
2445;Imstichevo (OP.);384555
2446;Ingiri;572802
2447;Ingul (OP.);415160
2448;Ingulets;467703
2449;Indra (exp.);110200
2450;Indra;110427
2451;Industrial;440603
2452;Fig (OP.);547641
2453;Institute of Culture (OP.);140013
2454;Inte (OP.);90933
2455;Incukalns;95208
2456;Inchupe (OP.);96022
2457;Iolcha;324607
2458;Jonava;124701
2459;Iori (OP);561206
2460;Iori;561206
2461;Iosifovka (OP.);347315
2462;and the way;155771
2463;Irdzharskaya;725502
2464;Irzaev (OP.);670422
2465;Irpin;322206
2466;Irtysh Plant;712700
2467;Irsha;347601
2468;Irshava (narrow);384526
2469;Isatai;662229
2470;Isgender;753822
2471;Iserpia (OP.);399042
2472;Iskander (OP.);721713
2473;Iskin;661404
2474;sincere;420101
2475;Sparkle (PP.);449010
2476;Ispas;389604
2477;Issa (OP);137035
2478;Istalsna;112920
2479;Istiklol (exp.);747408
2480;Istiklol;747304
2481;Istiklol (b 343 km) (dzd.);739900
2482;Fireplaces (OP.);154247
2483;Isfara;748504
2484;Itarka;698413
2485;Ichnia;429200
2486;Ichoguz;752406
2487;Jonaitiskiai;125511
2488;Yonishkis;126001
2489;Joniskis (exp.);126105
2490;Yosipovka (OP.);362245
2491;Josta (OP);93113
2492;J?geva;84400
2493;J?hvi;83408
2494;Kaarepere;84422
2495;Kabadian (resp.);746617
2496;Kabaki (OP.);133729
2497;cabal;82922
2498;Boar;498905
2499;Kabul-Sai (OP.);698023
2500;Kabalyay (OP.);121648
2501;Kavtiskhevi (rzd.);560701
2502;kavoons;413409
2503;Kagamlykskaya;428207
2504;Kagamlykskaya (exp.);427806
2505;kagan;740606
2506;Kagarlyk;344603
2507;Kadievka (OP.);333717
2508;Kadrina;82837
2509;Kadyrya;721200
2510;Kaerak;685201
2511;Kazaklia (rzd.);398711
2512;Kazalinsk;670507
2513;Kazanka;414401
2514;Kazatin I;342701
2515;Kazatin II;342608
2516;Kazakh;557408
2517;Kazakhstan;666408
2518;Kazakh (red.);711919
2519;Cossack (OP.);416163
2520;Cossack (OP.);446046
2521;Cossack Lopan;432306
2522;Cossack Lopan (exp.);441201
2523;Kazbari (OP.);99317
2524;Casemetsa (OP.);88346
2525;Kazievka;712907
2526;Kazimirovo (OP.);148015
2527;Kazlu Ruda;123408
2528;Kazreti;564401
2529;Kazumly;553500
2530;Kazybek-Bek;703607
2531;Kazykurt;698704
2532;Kaindy;715708
2533;Kaibala (OP.);93912
2534;Kaidakskaya;451203
2535;Kaidakskaya (exp.);451805
2536;Kayirma;728816
2537;Kaylyu;754280
2538;Kairakkum (rzd.);747817
2539;Kayrakty;702133
2540;Kayrankul;686204
2541;Kairat (resp.);704649
2542;Kairshakty (OP.);670947
2543;caisiadorys;122803
2544;Kaiyr (rzd.);669730
2545;Kaka;752001
2546;Kakabeti (OP);561333
2547;Kakavadzor;568506
2548;Kakir;742207
2549;Cala;547675
2550;Calagir;675708
2551;Calagley (OP.);401613
2552;Kalanchak;419000
2553;Kalauri (OP.);562302
2554;Kalachevsky (OP.);425053
2555;Kalash;698057
2556;Calvaria;123840
2557;Kalvene;93503
2558;Kaldahvara (OP.);574161
2559;Kalevi (OP);84415
2560;Kaledino;162807
2561;Kaleti;99124
2562;Kaleti (exp.);99800
2563;Potassium I;148208
2564;Potassium III;148301
2565;Potassium IV;148509
2566;Kalinindorf;416303
2567;Kalininsky (OP.);155317
2568;Kalinkovichi;153808
2569;Kalinkovichi-Vostochnye (OP.);153846
2570;Kalinkovichi-Western (OP.);153899
2571;Kalinkovichi-Southern (OP.);153916
2572;Kalinov;375847
2573;Kalinovka (OP.);422617
2574;Kalinovka (OP.);431638
2575;Kalinovka I;336804
2576;Kalinovka II;337402
2577;Kalinovo-Popasnaya (OP.);496053
2578;Kalinovskaya (OP.);366814
2579;Kalkaman;695400
2580;Kalmakkyrgan;660327
2581;Kalngale (OP.);96158
2582;Kalniena (OP.);111542
2583;Kalsnava (OP.);117411
2584;Kaltanenai (OP.);128510
2585;Kaltakhchi;565508
2586;Kalush;387702
2587;Kalfa (rzd.);390616
2588;Kalybovka (OP.);155057
2589;Kalviai (OP.);122316
2590;Kalmius;484207
2591;Kalnenay;124608
2592;Calpe;702002
2593;Kalchik;485708
2594;Kamaika (OP.);164249
2595;Kamashi;733808
2596;Kamenetsky Pereezd (OP.);330625
2597;Kamianets-Podilskyi;332907
2598;Kamenitsa-Volynska;350318
2599;Kamenka (OP.);163021
2600;Kamenka;422906
2601;Kamenka (OP.);485746
2602;Kamenka-Bugskaya (OP.);370928
2603;Stone;130914
2604;Stone Mountain (OP);356719
2605;Stone Field (rzd.);457159
2606;A stone bridge;407408
2607;Stonebrod (OP.);374613
2608;Quarry (OP);488119
2609;Stone (OP);132712
2610;Stone-Kashirsky;354605
2611;Damask;327006
2612;Kamshchay (OP.);106811
2613;Kamyshevakh;497847
2614;Kamyshevka;554005
2615;Kamysh-Dawn;462405
2616;Kamyshlybash;670403
2617;Kamyanitsa;381509
2618;Kamyanskoe (OP.);384489
2619;Kanaker;568008
2620;Rope Factory (OP.);487915
2621;Kanatovo;411306
2622;Kandava;97805
2623;Kandyagash;660007
2624;Kanibadam;748006
2625;Kanibadam (exp.);748106
2626;Kanimeh;731503
2627;Kankrynovka;462053
2628;Kant;717008
2629;Cantemir;406509
2630;Cancerovka;465302
2631;Kaolinic (OP.);342434
2632;Kapitanovka;423400
2633;Chapel (OP.);135212
2634;Kapustino;423701
2635;Kapchagay (transl.);702801
2636;Kapchagay;700702
2637;Karabalta;715905
2638;Karabalyk;684904
2639;Karabas;675407
2640;Carabatano;661207
2641;Karabekeul;759509
2642;Karabujak;554611
2643;Karabulak;701705
2644;Carabucenes (OP.);405079
2645;Karavaevy Dachi (OP.);320312
2646;Caravan (rzd.);441822
2647;caravannaya;484404
2648;Caravan (OP.);449415
2649;Karagay;686902
2650;Karagaily;675206
2651;Karagalinskaya;685305
2652;Karaganda-sorting;673007
2653;Karaganda-Coal;674000
2654;Karaganda;673905
2655;Karaganozek (former Bolshaya Mikhailovka;675303
2656;Karagyun (resp.);552716
2657;Karadag;548201
2658;Karajal;676401
2659;Karajingil;705617
2660;Karairim (div.);670973
2661;Karaymanly (resp.);553144
2662;Karakalpakstan (exp.);736808
2663;Karakalpakstan;736901
2664;Karakamys (OP.);705369
2665;Caracatta;731700
2666;Karakert;566708
2667;Kara-Ketken;670954
2668;Karakuba;487605
2669;Astrakhan;730604
2670;Karacultas;708827
2671;Karakum;702708
2672;Kara-Kungur;697603
2673;Kara-Kuus (OP.);670441
2674;Karamuryn;675801
2675;Pencil Factory (OP.);490412
2676;Karankul (OP.);722010
2677;Karan;485905
2678;Karaoba;679018
2679;Karaozek;732506
2680;Karaoi (div.);702144
2681;Karapchiv;369600
2682;karapyshi;344228
2683;Karapyshi II (OP.);344247
2684;Kara-Sai;705250
2685;Karasor;695307
2686;Karasu-Uzbek;718000
2687;Karatas;702661
2688;Karatau;706605
2689;Karatepe;743318
2690;Karatogay;667701
2691;Karatomar;683140
2692;Kara-Uzyak;671533
2693;Karaulbazar;730303
2694;Karaulkeldy;660609
2695;Karahash;502000
2696;Karakhtay;722824
2697;Karachevka (OP.);440088
2698;Karachun (OP.);357016
2699;Karashokat;670047
2700;carbide;487506
2701;Kargalug (rzd.);550625
2702;Kardanakhi (OP.);562001
2703;Cardone;665410
2704;Kareli;578809
2705;Karietishkes (OP.);120912
2706;Karilskoye (OP.);327735
2707;Karlovka;441409
2708;Karmana;730905
2709;Karmana (exp.);740201
2710;Karmir Blur;567607
2711;Karnaukhivka;451608
2712;Karnachevka;360254
2713;Karovyshen (OP.);150284
2714;Caroline;336306
2715;Carolina Bugaz;401952
2716;Karpaty (OP.);383519
2717;Karpilovka (OP.);329228
2718;Karpovo;405506
2719;Karsava (exp.);112507
2720;Karsava;112600
2721;Karsakishkis (resp.);127428
2722;Karsani (OP);560326
2723;Kartamyshi (OP.);496079
2724;Kartanash (PP.);495413
2725;Kartushino (OP.);501614
2726;Karula;85634
2727;Karkhovka (OP.);324915
2728;Karchivan;551007
2729;Karchupis (OP.);122918
2730;Karshi;733104
2731;Quarry (OP.);430160
2732;Quarry (OP.);384719
2733;Career (OP.);675125
2734;Career (OP.);422427
2735;Career (b. 1027 km) (OP.);423716
2736;Kasan;733000
2737;Kasinovka (OP.);456620
2738;Cascanyar (OP);741219
2739;Cascatau;739859
2740;Kaspi;560805
2741;Kastrychnik (OP.);154444
2742;Katashin (OP.);408612
2743;Katwari (OP);90836
2744;Katran (OP.);509141
2745;Katranik;392908
2746;Kattakurgan;728407
2747;Caugonis (OP);122710
2748;Kaudanda (resp.);687917
2749;Kaunas;123107
2750;Kaunas I (OP.);123145
2751;Kaunchi (OP.);724016
2752;Kauylzhyr;669726
2753;Kafan;551401
2754;Kahi;559507
2755;Kakhovka;416801
2756;Kakhovskoye Sea;476802
2757;Qahsi (OP.);568328
2758;Cahul;396701
2759;Kakhuri (OP);570921
2760;katsura;153723
2761;Kachanovo (OP.);155150
2762;Kachreti;561507
2763;Kashkadarya;733208
2764;Kashkalia (OP.);399315
2765;Kashken-Teniz;705354
2766;Kashubovka (OP.);448751
2767;Kayamat-Kurkol;717578
2768;Kvaloni;571941
2769;Quartz (OP.);496257
2770;Quartz;441907
2771;Quartzite (OP.);480418
2772;Kvasilov (OP.);356653
2773;Kvass (OP.);386339
2774;Kvakhvreli (OP.);579515
2775;Kvashino;487210
2776;Kvashino (exp.);487205
2777;Quiani (OP.);570239
2778;Kwebisi (OP.);577539
2779;Kvitka (OP);419640
2780;Kvitnevy (OP.);323310
2781;Kvishkheti (OP.);577242
2782;Keava (OP.);88510
2783;Kegichevka;442401
2784;Kegums (OP.);94012
2785;K?dainiai;125009
2786;Keila (exp.);80503
2787;Kayla;80804
